,_label_building.tif,_label_kg.tif,_label_coords.tif,_label_lc.tif,_label_roads.tif
senegal_16_1,senegal_16_label_building.tif,senegal_16_label_kg.tif,senegal_16_label_coords.tif,senegal_16_label_lc.tif,senegal_16_label_roads.tif
senegal_16_2,senegal_16_label_building.tif,senegal_16_label_kg.tif,senegal_16_label_coords.tif,senegal_16_label_lc.tif,senegal_16_label_roads.tif
senegal_17_0,senegal_17_label_building.tif,senegal_17_label_kg.tif,senegal_17_label_coords.tif,senegal_17_label_lc.tif,senegal_17_label_roads.tif
senegal_17_1,senegal_17_label_building.tif,senegal_17_label_kg.tif,senegal_17_label_coords.tif,senegal_17_label_lc.tif,senegal_17_label_roads.tif
senegal_17_2,senegal_17_label_building.tif,senegal_17_label_kg.tif,senegal_17_label_coords.tif,senegal_17_label_lc.tif,senegal_17_label_roads.tif
senegal_18_0,senegal_18_label_building.tif,senegal_18_label_kg.tif,senegal_18_label_coords.tif,senegal_18_label_lc.tif,senegal_18_label_roads.tif
senegal_18_1,senegal_18_label_building.tif,senegal_18_label_kg.tif,senegal_18_label_coords.tif,senegal_18_label_lc.tif,senegal_18_label_roads.tif
senegal_18_2,senegal_18_label_building.tif,senegal_18_label_kg.tif,senegal_18_label_coords.tif,senegal_18_label_lc.tif,senegal_18_label_roads.tif
senegal_19_0,senegal_19_label_building.tif,senegal_19_label_kg.tif,senegal_19_label_coords.tif,senegal_19_label_lc.tif,senegal_19_label_roads.tif
senegal_19_1,senegal_19_label_building.tif,senegal_19_label_kg.tif,senegal_19_label_coords.tif,senegal_19_label_lc.tif,senegal_19_label_roads.tif
senegal_19_2,senegal_19_label_building.tif,senegal_19_label_kg.tif,senegal_19_label_coords.tif,senegal_19_label_lc.tif,senegal_19_label_roads.tif
senegal_20_0,senegal_20_label_building.tif,senegal_20_label_kg.tif,senegal_20_label_coords.tif,senegal_20_label_lc.tif,senegal_20_label_roads.tif
senegal_20_1,senegal_20_label_building.tif,senegal_20_label_kg.tif,senegal_20_label_coords.tif,senegal_20_label_lc.tif,senegal_20_label_roads.tif
senegal_20_2,senegal_20_label_building.tif,senegal_20_label_kg.tif,senegal_20_label_coords.tif,senegal_20_label_lc.tif,senegal_20_label_roads.tif
senegal_21_0,senegal_21_label_building.tif,senegal_21_label_kg.tif,senegal_21_label_coords.tif,senegal_21_label_lc.tif,senegal_21_label_roads.tif
senegal_21_1,senegal_21_label_building.tif,senegal_21_label_kg.tif,senegal_21_label_coords.tif,senegal_21_label_lc.tif,senegal_21_label_roads.tif
senegal_21_2,senegal_21_label_building.tif,senegal_21_label_kg.tif,senegal_21_label_coords.tif,senegal_21_label_lc.tif,senegal_21_label_roads.tif
senegal_22_0,senegal_22_label_building.tif,senegal_22_label_kg.tif,senegal_22_label_coords.tif,senegal_22_label_lc.tif,senegal_22_label_roads.tif
senegal_22_1,senegal_22_label_building.tif,senegal_22_label_kg.tif,senegal_22_label_coords.tif,senegal_22_label_lc.tif,senegal_22_label_roads.tif
senegal_22_2,senegal_22_label_building.tif,senegal_22_label_kg.tif,senegal_22_label_coords.tif,senegal_22_label_lc.tif,senegal_22_label_roads.tif
senegal_23_0,senegal_23_label_building.tif,senegal_23_label_kg.tif,senegal_23_label_coords.tif,senegal_23_label_lc.tif,senegal_23_label_roads.tif
senegal_23_1,senegal_23_label_building.tif,senegal_23_label_kg.tif,senegal_23_label_coords.tif,senegal_23_label_lc.tif,senegal_23_label_roads.tif
senegal_23_2,senegal_23_label_building.tif,senegal_23_label_kg.tif,senegal_23_label_coords.tif,senegal_23_label_lc.tif,senegal_23_label_roads.tif
senegal_24_0,senegal_24_label_building.tif,senegal_24_label_kg.tif,senegal_24_label_coords.tif,senegal_24_label_lc.tif,senegal_24_label_roads.tif
senegal_24_1,senegal_24_label_building.tif,senegal_24_label_kg.tif,senegal_24_label_coords.tif,senegal_24_label_lc.tif,senegal_24_label_roads.tif
senegal_24_2,senegal_24_label_building.tif,senegal_24_label_kg.tif,senegal_24_label_coords.tif,senegal_24_label_lc.tif,senegal_24_label_roads.tif
senegal_25_0,senegal_25_label_building.tif,senegal_25_label_kg.tif,senegal_25_label_coords.tif,senegal_25_label_lc.tif,senegal_25_label_roads.tif
senegal_25_1,senegal_25_label_building.tif,senegal_25_label_kg.tif,senegal_25_label_coords.tif,senegal_25_label_lc.tif,senegal_25_label_roads.tif
senegal_25_2,senegal_25_label_building.tif,senegal_25_label_kg.tif,senegal_25_label_coords.tif,senegal_25_label_lc.tif,senegal_25_label_roads.tif
senegal_26_0,senegal_26_label_building.tif,senegal_26_label_kg.tif,senegal_26_label_coords.tif,senegal_26_label_lc.tif,senegal_26_label_roads.tif
senegal_26_1,senegal_26_label_building.tif,senegal_26_label_kg.tif,senegal_26_label_coords.tif,senegal_26_label_lc.tif,senegal_26_label_roads.tif
senegal_26_2,senegal_26_label_building.tif,senegal_26_label_kg.tif,senegal_26_label_coords.tif,senegal_26_label_lc.tif,senegal_26_label_roads.tif
senegal_27_0,senegal_27_label_building.tif,senegal_27_label_kg.tif,senegal_27_label_coords.tif,senegal_27_label_lc.tif,senegal_27_label_roads.tif
senegal_27_1,senegal_27_label_building.tif,senegal_27_label_kg.tif,senegal_27_label_coords.tif,senegal_27_label_lc.tif,senegal_27_label_roads.tif
senegal_27_2,senegal_27_label_building.tif,senegal_27_label_kg.tif,senegal_27_label_coords.tif,senegal_27_label_lc.tif,senegal_27_label_roads.tif
senegal_28_0,senegal_28_label_building.tif,senegal_28_label_kg.tif,senegal_28_label_coords.tif,senegal_28_label_lc.tif,senegal_28_label_roads.tif
senegal_28_1,senegal_28_label_building.tif,senegal_28_label_kg.tif,senegal_28_label_coords.tif,senegal_28_label_lc.tif,senegal_28_label_roads.tif
senegal_28_2,senegal_28_label_building.tif,senegal_28_label_kg.tif,senegal_28_label_coords.tif,senegal_28_label_lc.tif,senegal_28_label_roads.tif
senegal_29_0,senegal_29_label_building.tif,senegal_29_label_kg.tif,senegal_29_label_coords.tif,senegal_29_label_lc.tif,senegal_29_label_roads.tif
senegal_29_1,senegal_29_label_building.tif,senegal_29_label_kg.tif,senegal_29_label_coords.tif,senegal_29_label_lc.tif,senegal_29_label_roads.tif
senegal_29_2,senegal_29_label_building.tif,senegal_29_label_kg.tif,senegal_29_label_coords.tif,senegal_29_label_lc.tif,senegal_29_label_roads.tif
senegal_30_0,senegal_30_label_building.tif,senegal_30_label_kg.tif,senegal_30_label_coords.tif,senegal_30_label_lc.tif,senegal_30_label_roads.tif
senegal_30_1,senegal_30_label_building.tif,senegal_30_label_kg.tif,senegal_30_label_coords.tif,senegal_30_label_lc.tif,senegal_30_label_roads.tif
senegal_30_2,senegal_30_label_building.tif,senegal_30_label_kg.tif,senegal_30_label_coords.tif,senegal_30_label_lc.tif,senegal_30_label_roads.tif
senegal_31_0,senegal_31_label_building.tif,senegal_31_label_kg.tif,senegal_31_label_coords.tif,senegal_31_label_lc.tif,senegal_31_label_roads.tif
senegal_31_1,senegal_31_label_building.tif,senegal_31_label_kg.tif,senegal_31_label_coords.tif,senegal_31_label_lc.tif,senegal_31_label_roads.tif
senegal_31_2,senegal_31_label_building.tif,senegal_31_label_kg.tif,senegal_31_label_coords.tif,senegal_31_label_lc.tif,senegal_31_label_roads.tif
senegal_32_0,senegal_32_label_building.tif,senegal_32_label_kg.tif,senegal_32_label_coords.tif,senegal_32_label_lc.tif,senegal_32_label_roads.tif
senegal_32_1,senegal_32_label_building.tif,senegal_32_label_kg.tif,senegal_32_label_coords.tif,senegal_32_label_lc.tif,senegal_32_label_roads.tif
senegal_32_2,senegal_32_label_building.tif,senegal_32_label_kg.tif,senegal_32_label_coords.tif,senegal_32_label_lc.tif,senegal_32_label_roads.tif
senegal_33_0,senegal_33_label_building.tif,senegal_33_label_kg.tif,senegal_33_label_coords.tif,senegal_33_label_lc.tif,senegal_33_label_roads.tif
senegal_33_1,senegal_33_label_building.tif,senegal_33_label_kg.tif,senegal_33_label_coords.tif,senegal_33_label_lc.tif,senegal_33_label_roads.tif
senegal_33_2,senegal_33_label_building.tif,senegal_33_label_kg.tif,senegal_33_label_coords.tif,senegal_33_label_lc.tif,senegal_33_label_roads.tif
senegal_34_0,senegal_34_label_building.tif,senegal_34_label_kg.tif,senegal_34_label_coords.tif,senegal_34_label_lc.tif,senegal_34_label_roads.tif
senegal_34_1,senegal_34_label_building.tif,senegal_34_label_kg.tif,senegal_34_label_coords.tif,senegal_34_label_lc.tif,senegal_34_label_roads.tif
senegal_34_2,senegal_34_label_building.tif,senegal_34_label_kg.tif,senegal_34_label_coords.tif,senegal_34_label_lc.tif,senegal_34_label_roads.tif
senegal_35_0,senegal_35_label_building.tif,senegal_35_label_kg.tif,senegal_35_label_coords.tif,senegal_35_label_lc.tif,senegal_35_label_roads.tif
senegal_35_1,senegal_35_label_building.tif,senegal_35_label_kg.tif,senegal_35_label_coords.tif,senegal_35_label_lc.tif,senegal_35_label_roads.tif
senegal_35_2,senegal_35_label_building.tif,senegal_35_label_kg.tif,senegal_35_label_coords.tif,senegal_35_label_lc.tif,senegal_35_label_roads.tif
senegal_36_0,senegal_36_label_building.tif,senegal_36_label_kg.tif,senegal_36_label_coords.tif,senegal_36_label_lc.tif,senegal_36_label_roads.tif
senegal_36_1,senegal_36_label_building.tif,senegal_36_label_kg.tif,senegal_36_label_coords.tif,senegal_36_label_lc.tif,senegal_36_label_roads.tif
senegal_36_2,senegal_36_label_building.tif,senegal_36_label_kg.tif,senegal_36_label_coords.tif,senegal_36_label_lc.tif,senegal_36_label_roads.tif
senegal_37_0,senegal_37_label_building.tif,senegal_37_label_kg.tif,senegal_37_label_coords.tif,senegal_37_label_lc.tif,senegal_37_label_roads.tif
senegal_37_1,senegal_37_label_building.tif,senegal_37_label_kg.tif,senegal_37_label_coords.tif,senegal_37_label_lc.tif,senegal_37_label_roads.tif
senegal_37_2,senegal_37_label_building.tif,senegal_37_label_kg.tif,senegal_37_label_coords.tif,senegal_37_label_lc.tif,senegal_37_label_roads.tif
senegal_38_0,senegal_38_label_building.tif,senegal_38_label_kg.tif,senegal_38_label_coords.tif,senegal_38_label_lc.tif,senegal_38_label_roads.tif
senegal_38_1,senegal_38_label_building.tif,senegal_38_label_kg.tif,senegal_38_label_coords.tif,senegal_38_label_lc.tif,senegal_38_label_roads.tif
senegal_38_2,senegal_38_label_building.tif,senegal_38_label_kg.tif,senegal_38_label_coords.tif,senegal_38_label_lc.tif,senegal_38_label_roads.tif
senegal_39_0,senegal_39_label_building.tif,senegal_39_label_kg.tif,senegal_39_label_coords.tif,senegal_39_label_lc.tif,senegal_39_label_roads.tif
senegal_39_1,senegal_39_label_building.tif,senegal_39_label_kg.tif,senegal_39_label_coords.tif,senegal_39_label_lc.tif,senegal_39_label_roads.tif
senegal_39_2,senegal_39_label_building.tif,senegal_39_label_kg.tif,senegal_39_label_coords.tif,senegal_39_label_lc.tif,senegal_39_label_roads.tif
senegal_40_0,senegal_40_label_building.tif,senegal_40_label_kg.tif,senegal_40_label_coords.tif,senegal_40_label_lc.tif,senegal_40_label_roads.tif
senegal_40_1,senegal_40_label_building.tif,senegal_40_label_kg.tif,senegal_40_label_coords.tif,senegal_40_label_lc.tif,senegal_40_label_roads.tif
senegal_40_2,senegal_40_label_building.tif,senegal_40_label_kg.tif,senegal_40_label_coords.tif,senegal_40_label_lc.tif,senegal_40_label_roads.tif
senegal_41_0,senegal_41_label_building.tif,senegal_41_label_kg.tif,senegal_41_label_coords.tif,senegal_41_label_lc.tif,senegal_41_label_roads.tif
senegal_41_1,senegal_41_label_building.tif,senegal_41_label_kg.tif,senegal_41_label_coords.tif,senegal_41_label_lc.tif,senegal_41_label_roads.tif
senegal_41_2,senegal_41_label_building.tif,senegal_41_label_kg.tif,senegal_41_label_coords.tif,senegal_41_label_lc.tif,senegal_41_label_roads.tif
senegal_42_0,senegal_42_label_building.tif,senegal_42_label_kg.tif,senegal_42_label_coords.tif,senegal_42_label_lc.tif,senegal_42_label_roads.tif
senegal_42_1,senegal_42_label_building.tif,senegal_42_label_kg.tif,senegal_42_label_coords.tif,senegal_42_label_lc.tif,senegal_42_label_roads.tif
senegal_42_2,senegal_42_label_building.tif,senegal_42_label_kg.tif,senegal_42_label_coords.tif,senegal_42_label_lc.tif,senegal_42_label_roads.tif
senegal_43_0,senegal_43_label_building.tif,senegal_43_label_kg.tif,senegal_43_label_coords.tif,senegal_43_label_lc.tif,senegal_43_label_roads.tif
senegal_43_1,senegal_43_label_building.tif,senegal_43_label_kg.tif,senegal_43_label_coords.tif,senegal_43_label_lc.tif,senegal_43_label_roads.tif
senegal_43_2,senegal_43_label_building.tif,senegal_43_label_kg.tif,senegal_43_label_coords.tif,senegal_43_label_lc.tif,senegal_43_label_roads.tif
senegal_44_0,senegal_44_label_building.tif,senegal_44_label_kg.tif,senegal_44_label_coords.tif,senegal_44_label_lc.tif,senegal_44_label_roads.tif
senegal_44_1,senegal_44_label_building.tif,senegal_44_label_kg.tif,senegal_44_label_coords.tif,senegal_44_label_lc.tif,senegal_44_label_roads.tif
senegal_44_2,senegal_44_label_building.tif,senegal_44_label_kg.tif,senegal_44_label_coords.tif,senegal_44_label_lc.tif,senegal_44_label_roads.tif
senegal_45_0,senegal_45_label_building.tif,senegal_45_label_kg.tif,senegal_45_label_coords.tif,senegal_45_label_lc.tif,senegal_45_label_roads.tif
senegal_45_1,senegal_45_label_building.tif,senegal_45_label_kg.tif,senegal_45_label_coords.tif,senegal_45_label_lc.tif,senegal_45_label_roads.tif
senegal_45_2,senegal_45_label_building.tif,senegal_45_label_kg.tif,senegal_45_label_coords.tif,senegal_45_label_lc.tif,senegal_45_label_roads.tif
senegal_46_0,senegal_46_label_building.tif,senegal_46_label_kg.tif,senegal_46_label_coords.tif,senegal_46_label_lc.tif,senegal_46_label_roads.tif
senegal_46_1,senegal_46_label_building.tif,senegal_46_label_kg.tif,senegal_46_label_coords.tif,senegal_46_label_lc.tif,senegal_46_label_roads.tif
senegal_46_2,senegal_46_label_building.tif,senegal_46_label_kg.tif,senegal_46_label_coords.tif,senegal_46_label_lc.tif,senegal_46_label_roads.tif
senegal_47_0,senegal_47_label_building.tif,senegal_47_label_kg.tif,senegal_47_label_coords.tif,senegal_47_label_lc.tif,senegal_47_label_roads.tif
senegal_47_1,senegal_47_label_building.tif,senegal_47_label_kg.tif,senegal_47_label_coords.tif,senegal_47_label_lc.tif,senegal_47_label_roads.tif
senegal_47_2,senegal_47_label_building.tif,senegal_47_label_kg.tif,senegal_47_label_coords.tif,senegal_47_label_lc.tif,senegal_47_label_roads.tif
senegal_48_0,senegal_48_label_building.tif,senegal_48_label_kg.tif,senegal_48_label_coords.tif,senegal_48_label_lc.tif,senegal_48_label_roads.tif
senegal_48_1,senegal_48_label_building.tif,senegal_48_label_kg.tif,senegal_48_label_coords.tif,senegal_48_label_lc.tif,senegal_48_label_roads.tif
senegal_48_2,senegal_48_label_building.tif,senegal_48_label_kg.tif,senegal_48_label_coords.tif,senegal_48_label_lc.tif,senegal_48_label_roads.tif
senegal_49_0,senegal_49_label_building.tif,senegal_49_label_kg.tif,senegal_49_label_coords.tif,senegal_49_label_lc.tif,senegal_49_label_roads.tif
senegal_49_1,senegal_49_label_building.tif,senegal_49_label_kg.tif,senegal_49_label_coords.tif,senegal_49_label_lc.tif,senegal_49_label_roads.tif
senegal_49_2,senegal_49_label_building.tif,senegal_49_label_kg.tif,senegal_49_label_coords.tif,senegal_49_label_lc.tif,senegal_49_label_roads.tif
senegal_50_0,senegal_50_label_building.tif,senegal_50_label_kg.tif,senegal_50_label_coords.tif,senegal_50_label_lc.tif,senegal_50_label_roads.tif
senegal_50_1,senegal_50_label_building.tif,senegal_50_label_kg.tif,senegal_50_label_coords.tif,senegal_50_label_lc.tif,senegal_50_label_roads.tif
senegal_50_2,senegal_50_label_building.tif,senegal_50_label_kg.tif,senegal_50_label_coords.tif,senegal_50_label_lc.tif,senegal_50_label_roads.tif
senegal_51_0,senegal_51_label_building.tif,senegal_51_label_kg.tif,senegal_51_label_coords.tif,senegal_51_label_lc.tif,senegal_51_label_roads.tif
senegal_51_1,senegal_51_label_building.tif,senegal_51_label_kg.tif,senegal_51_label_coords.tif,senegal_51_label_lc.tif,senegal_51_label_roads.tif
senegal_51_2,senegal_51_label_building.tif,senegal_51_label_kg.tif,senegal_51_label_coords.tif,senegal_51_label_lc.tif,senegal_51_label_roads.tif
senegal_52_0,senegal_52_label_building.tif,senegal_52_label_kg.tif,senegal_52_label_coords.tif,senegal_52_label_lc.tif,senegal_52_label_roads.tif
senegal_52_1,senegal_52_label_building.tif,senegal_52_label_kg.tif,senegal_52_label_coords.tif,senegal_52_label_lc.tif,senegal_52_label_roads.tif
senegal_52_2,senegal_52_label_building.tif,senegal_52_label_kg.tif,senegal_52_label_coords.tif,senegal_52_label_lc.tif,senegal_52_label_roads.tif
senegal_53_0,senegal_53_label_building.tif,senegal_53_label_kg.tif,senegal_53_label_coords.tif,senegal_53_label_lc.tif,senegal_53_label_roads.tif
senegal_53_1,senegal_53_label_building.tif,senegal_53_label_kg.tif,senegal_53_label_coords.tif,senegal_53_label_lc.tif,senegal_53_label_roads.tif
senegal_53_2,senegal_53_label_building.tif,senegal_53_label_kg.tif,senegal_53_label_coords.tif,senegal_53_label_lc.tif,senegal_53_label_roads.tif
senegal_54_0,senegal_54_label_building.tif,senegal_54_label_kg.tif,senegal_54_label_coords.tif,senegal_54_label_lc.tif,senegal_54_label_roads.tif
senegal_54_1,senegal_54_label_building.tif,senegal_54_label_kg.tif,senegal_54_label_coords.tif,senegal_54_label_lc.tif,senegal_54_label_roads.tif
senegal_54_2,senegal_54_label_building.tif,senegal_54_label_kg.tif,senegal_54_label_coords.tif,senegal_54_label_lc.tif,senegal_54_label_roads.tif
senegal_55_0,senegal_55_label_building.tif,senegal_55_label_kg.tif,senegal_55_label_coords.tif,senegal_55_label_lc.tif,senegal_55_label_roads.tif
senegal_55_1,senegal_55_label_building.tif,senegal_55_label_kg.tif,senegal_55_label_coords.tif,senegal_55_label_lc.tif,senegal_55_label_roads.tif
senegal_55_2,senegal_55_label_building.tif,senegal_55_label_kg.tif,senegal_55_label_coords.tif,senegal_55_label_lc.tif,senegal_55_label_roads.tif
senegal_56_0,senegal_56_label_building.tif,senegal_56_label_kg.tif,senegal_56_label_coords.tif,senegal_56_label_lc.tif,senegal_56_label_roads.tif
senegal_56_1,senegal_56_label_building.tif,senegal_56_label_kg.tif,senegal_56_label_coords.tif,senegal_56_label_lc.tif,senegal_56_label_roads.tif
senegal_56_2,senegal_56_label_building.tif,senegal_56_label_kg.tif,senegal_56_label_coords.tif,senegal_56_label_lc.tif,senegal_56_label_roads.tif
senegal_57_0,senegal_57_label_building.tif,senegal_57_label_kg.tif,senegal_57_label_coords.tif,senegal_57_label_lc.tif,senegal_57_label_roads.tif
senegal_57_1,senegal_57_label_building.tif,senegal_57_label_kg.tif,senegal_57_label_coords.tif,senegal_57_label_lc.tif,senegal_57_label_roads.tif
senegal_57_2,senegal_57_label_building.tif,senegal_57_label_kg.tif,senegal_57_label_coords.tif,senegal_57_label_lc.tif,senegal_57_label_roads.tif
senegal_58_0,senegal_58_label_building.tif,senegal_58_label_kg.tif,senegal_58_label_coords.tif,senegal_58_label_lc.tif,senegal_58_label_roads.tif
senegal_58_1,senegal_58_label_building.tif,senegal_58_label_kg.tif,senegal_58_label_coords.tif,senegal_58_label_lc.tif,senegal_58_label_roads.tif
senegal_58_2,senegal_58_label_building.tif,senegal_58_label_kg.tif,senegal_58_label_coords.tif,senegal_58_label_lc.tif,senegal_58_label_roads.tif
senegal_59_0,senegal_59_label_building.tif,senegal_59_label_kg.tif,senegal_59_label_coords.tif,senegal_59_label_lc.tif,senegal_59_label_roads.tif
senegal_59_1,senegal_59_label_building.tif,senegal_59_label_kg.tif,senegal_59_label_coords.tif,senegal_59_label_lc.tif,senegal_59_label_roads.tif
senegal_59_2,senegal_59_label_building.tif,senegal_59_label_kg.tif,senegal_59_label_coords.tif,senegal_59_label_lc.tif,senegal_59_label_roads.tif
senegal_60_0,senegal_60_label_building.tif,senegal_60_label_kg.tif,senegal_60_label_coords.tif,senegal_60_label_lc.tif,senegal_60_label_roads.tif
senegal_60_1,senegal_60_label_building.tif,senegal_60_label_kg.tif,senegal_60_label_coords.tif,senegal_60_label_lc.tif,senegal_60_label_roads.tif
senegal_60_2,senegal_60_label_building.tif,senegal_60_label_kg.tif,senegal_60_label_coords.tif,senegal_60_label_lc.tif,senegal_60_label_roads.tif
senegal_61_0,senegal_61_label_building.tif,senegal_61_label_kg.tif,senegal_61_label_coords.tif,senegal_61_label_lc.tif,senegal_61_label_roads.tif
senegal_61_1,senegal_61_label_building.tif,senegal_61_label_kg.tif,senegal_61_label_coords.tif,senegal_61_label_lc.tif,senegal_61_label_roads.tif
senegal_61_2,senegal_61_label_building.tif,senegal_61_label_kg.tif,senegal_61_label_coords.tif,senegal_61_label_lc.tif,senegal_61_label_roads.tif
senegal_62_0,senegal_62_label_building.tif,senegal_62_label_kg.tif,senegal_62_label_coords.tif,senegal_62_label_lc.tif,senegal_62_label_roads.tif
senegal_62_1,senegal_62_label_building.tif,senegal_62_label_kg.tif,senegal_62_label_coords.tif,senegal_62_label_lc.tif,senegal_62_label_roads.tif
senegal_62_2,senegal_62_label_building.tif,senegal_62_label_kg.tif,senegal_62_label_coords.tif,senegal_62_label_lc.tif,senegal_62_label_roads.tif
senegal_63_0,senegal_63_label_building.tif,senegal_63_label_kg.tif,senegal_63_label_coords.tif,senegal_63_label_lc.tif,senegal_63_label_roads.tif
senegal_63_1,senegal_63_label_building.tif,senegal_63_label_kg.tif,senegal_63_label_coords.tif,senegal_63_label_lc.tif,senegal_63_label_roads.tif
senegal_63_2,senegal_63_label_building.tif,senegal_63_label_kg.tif,senegal_63_label_coords.tif,senegal_63_label_lc.tif,senegal_63_label_roads.tif
senegal_64_0,senegal_64_label_building.tif,senegal_64_label_kg.tif,senegal_64_label_coords.tif,senegal_64_label_lc.tif,senegal_64_label_roads.tif
senegal_64_1,senegal_64_label_building.tif,senegal_64_label_kg.tif,senegal_64_label_coords.tif,senegal_64_label_lc.tif,senegal_64_label_roads.tif
senegal_64_2,senegal_64_label_building.tif,senegal_64_label_kg.tif,senegal_64_label_coords.tif,senegal_64_label_lc.tif,senegal_64_label_roads.tif
senegal_65_0,senegal_65_label_building.tif,senegal_65_label_kg.tif,senegal_65_label_coords.tif,senegal_65_label_lc.tif,senegal_65_label_roads.tif
senegal_65_1,senegal_65_label_building.tif,senegal_65_label_kg.tif,senegal_65_label_coords.tif,senegal_65_label_lc.tif,senegal_65_label_roads.tif
senegal_65_2,senegal_65_label_building.tif,senegal_65_label_kg.tif,senegal_65_label_coords.tif,senegal_65_label_lc.tif,senegal_65_label_roads.tif
senegal_66_0,senegal_66_label_building.tif,senegal_66_label_kg.tif,senegal_66_label_coords.tif,senegal_66_label_lc.tif,senegal_66_label_roads.tif
senegal_66_1,senegal_66_label_building.tif,senegal_66_label_kg.tif,senegal_66_label_coords.tif,senegal_66_label_lc.tif,senegal_66_label_roads.tif
senegal_66_2,senegal_66_label_building.tif,senegal_66_label_kg.tif,senegal_66_label_coords.tif,senegal_66_label_lc.tif,senegal_66_label_roads.tif
senegal_67_0,senegal_67_label_building.tif,senegal_67_label_kg.tif,senegal_67_label_coords.tif,senegal_67_label_lc.tif,senegal_67_label_roads.tif
senegal_67_1,senegal_67_label_building.tif,senegal_67_label_kg.tif,senegal_67_label_coords.tif,senegal_67_label_lc.tif,senegal_67_label_roads.tif
senegal_67_2,senegal_67_label_building.tif,senegal_67_label_kg.tif,senegal_67_label_coords.tif,senegal_67_label_lc.tif,senegal_67_label_roads.tif
senegal_68_0,senegal_68_label_building.tif,senegal_68_label_kg.tif,senegal_68_label_coords.tif,senegal_68_label_lc.tif,senegal_68_label_roads.tif
senegal_68_1,senegal_68_label_building.tif,senegal_68_label_kg.tif,senegal_68_label_coords.tif,senegal_68_label_lc.tif,senegal_68_label_roads.tif
senegal_68_2,senegal_68_label_building.tif,senegal_68_label_kg.tif,senegal_68_label_coords.tif,senegal_68_label_lc.tif,senegal_68_label_roads.tif
senegal_69_0,senegal_69_label_building.tif,senegal_69_label_kg.tif,senegal_69_label_coords.tif,senegal_69_label_lc.tif,senegal_69_label_roads.tif
senegal_69_1,senegal_69_label_building.tif,senegal_69_label_kg.tif,senegal_69_label_coords.tif,senegal_69_label_lc.tif,senegal_69_label_roads.tif
senegal_69_2,senegal_69_label_building.tif,senegal_69_label_kg.tif,senegal_69_label_coords.tif,senegal_69_label_lc.tif,senegal_69_label_roads.tif
south-america_0_0,south-america_0_label_building.tif,south-america_0_label_kg.tif,south-america_0_label_coords.tif,south-america_0_label_lc.tif,south-america_0_label_roads.tif
south-america_0_1,south-america_0_label_building.tif,south-america_0_label_kg.tif,south-america_0_label_coords.tif,south-america_0_label_lc.tif,south-america_0_label_roads.tif
south-america_0_2,south-america_0_label_building.tif,south-america_0_label_kg.tif,south-america_0_label_coords.tif,south-america_0_label_lc.tif,south-america_0_label_roads.tif
south-america_1_0,south-america_1_label_building.tif,south-america_1_label_kg.tif,south-america_1_label_coords.tif,south-america_1_label_lc.tif,south-america_1_label_roads.tif
south-america_1_1,south-america_1_label_building.tif,south-america_1_label_kg.tif,south-america_1_label_coords.tif,south-america_1_label_lc.tif,south-america_1_label_roads.tif
south-america_1_2,south-america_1_label_building.tif,south-america_1_label_kg.tif,south-america_1_label_coords.tif,south-america_1_label_lc.tif,south-america_1_label_roads.tif
south-america_2_0,south-america_2_label_building.tif,south-america_2_label_kg.tif,south-america_2_label_coords.tif,south-america_2_label_lc.tif,south-america_2_label_roads.tif
south-america_2_1,south-america_2_label_building.tif,south-america_2_label_kg.tif,south-america_2_label_coords.tif,south-america_2_label_lc.tif,south-america_2_label_roads.tif
south-america_2_2,south-america_2_label_building.tif,south-america_2_label_kg.tif,south-america_2_label_coords.tif,south-america_2_label_lc.tif,south-america_2_label_roads.tif
south-america_3_0,south-america_3_label_building.tif,south-america_3_label_kg.tif,south-america_3_label_coords.tif,south-america_3_label_lc.tif,south-america_3_label_roads.tif
south-america_3_1,south-america_3_label_building.tif,south-america_3_label_kg.tif,south-america_3_label_coords.tif,south-america_3_label_lc.tif,south-america_3_label_roads.tif
south-america_3_2,south-america_3_label_building.tif,south-america_3_label_kg.tif,south-america_3_label_coords.tif,south-america_3_label_lc.tif,south-america_3_label_roads.tif
south-america_4_0,south-america_4_label_building.tif,south-america_4_label_kg.tif,south-america_4_label_coords.tif,south-america_4_label_lc.tif,south-america_4_label_roads.tif
south-america_4_1,south-america_4_label_building.tif,south-america_4_label_kg.tif,south-america_4_label_coords.tif,south-america_4_label_lc.tif,south-america_4_label_roads.tif
south-america_4_2,south-america_4_label_building.tif,south-america_4_label_kg.tif,south-america_4_label_coords.tif,south-america_4_label_lc.tif,south-america_4_label_roads.tif
south-america_5_0,south-america_5_label_building.tif,south-america_5_label_kg.tif,south-america_5_label_coords.tif,south-america_5_label_lc.tif,south-america_5_label_roads.tif
south-america_5_1,south-america_5_label_building.tif,south-america_5_label_kg.tif,south-america_5_label_coords.tif,south-america_5_label_lc.tif,south-america_5_label_roads.tif
south-america_5_2,south-america_5_label_building.tif,south-america_5_label_kg.tif,south-america_5_label_coords.tif,south-america_5_label_lc.tif,south-america_5_label_roads.tif
south-america_6_0,south-america_6_label_building.tif,south-america_6_label_kg.tif,south-america_6_label_coords.tif,south-america_6_label_lc.tif,south-america_6_label_roads.tif
south-america_6_1,south-america_6_label_building.tif,south-america_6_label_kg.tif,south-america_6_label_coords.tif,south-america_6_label_lc.tif,south-america_6_label_roads.tif
