,samples
12068_p61.66_n6.89_train_s2.npy,16
12070_p61.66_p50.71_train_s2.npy,16
12071_p61.66_p74.70_train_s2.npy,16
12073_p61.66_p117.01_train_s2.npy,16
12074_p61.66_p137.03_train_s2.npy,16
12076_p61.66_p173.11_train_s2.npy,16
12077_p61.75_n151.86_train_s2.npy,16
12078_p61.75_n129.32_train_s2.npy,16
12080_p61.75_n90.66_train_s2.npy,16
12081_p61.75_n66.03_train_s2.npy,16
12083_p61.75_p34.20_train_s2.npy,16
12084_p61.75_p58.45_train_s2.npy,15
12086_p61.75_p100.52_train_s2.npy,16
12087_p61.75_p123.44_train_s2.npy,16
12088_p61.75_p145.23_train_s2.npy,16
12090_p61.84_n161.09_train_s2.npy,16
12091_p61.84_n139.80_train_s2.npy,16
12093_p61.84_n96.65_train_s2.npy,16
12094_p61.84_n77.08_train_s2.npy,16
12096_p61.84_p25.18_train_s2.npy,16
12097_p61.84_p51.42_train_s2.npy,16
12098_p61.84_p77.84_train_s2.npy,16
12100_p61.84_p119.66_train_s2.npy,16
12101_p61.84_p141.13_train_s2.npy,16
12103_p61.93_n164.75_train_s2.npy,16
12104_p61.93_n140.93_train_s2.npy,16
12106_p61.93_n99.77_train_s2.npy,16
12107_p61.93_n75.76_train_s2.npy,16
12108_p61.93_n41.65_train_s2.npy,16
12110_p61.93_p48.12_train_s2.npy,16
12111_p61.93_p70.80_train_s2.npy,16
12113_p61.93_p115.01_train_s2.npy,16
12114_p61.93_p138.08_train_s2.npy,16
12116_p62.02_n170.63_train_s2.npy,16
12117_p62.02_n149.03_train_s2.npy,16
12118_p62.02_n128.76_train_s2.npy,16
12120_p62.02_n88.04_train_s2.npy,16
12121_p62.02_n65.10_train_s2.npy,16
12123_p62.02_p34.13_train_s2.npy,16
12124_p62.02_p56.69_train_s2.npy,16
12126_p62.02_p99.13_train_s2.npy,16
12127_p62.02_p123.41_train_s2.npy,16
12128_p62.02_p143.68_train_s2.npy,16
12130_p62.11_n161.12_train_s2.npy,16
12131_p62.11_n138.69_train_s2.npy,16
12133_p62.11_n96.51_train_s2.npy,16
12134_p62.11_n73.70_train_s2.npy,16
12136_p62.11_p29.62_train_s2.npy,16
12137_p62.11_p49.55_train_s2.npy,16
12138_p62.11_p71.98_train_s2.npy,16
12140_p62.11_p116.84_train_s2.npy,16
12141_p62.11_p137.93_train_s2.npy,14
12143_p62.20_n169.52_train_s2.npy,16
12144_p62.20_n144.90_train_s2.npy,16
12146_p62.20_n101.25_train_s2.npy,16
12147_p62.20_n75.87_train_s2.npy,16
12148_p62.20_n41.64_train_s2.npy,16
12150_p62.20_p51.25_train_s2.npy,16
12151_p62.20_p74.13_train_s2.npy,16
12153_p62.20_p120.48_train_s2.npy,16
12154_p62.20_p141.06_train_s2.npy,16
12156_p62.29_n166.50_train_s2.npy,16
12157_p62.29_n146.06_train_s2.npy,16
12158_p62.29_n122.73_train_s2.npy,16
12160_p62.29_n76.46_train_s2.npy,16
12161_p62.29_n49.07_train_s2.npy,16
12163_p62.29_p50.81_train_s2.npy,16
12164_p62.29_p74.14_train_s2.npy,16
12166_p62.29_p119.26_train_s2.npy,16
12167_p62.29_p139.70_train_s2.npy,16
12168_p62.29_p159.37_train_s2.npy,16
12170_p62.38_n142.47_train_s2.npy,16
12171_p62.38_n121.58_train_s2.npy,16
12173_p62.38_n78.24_train_s2.npy,16
12174_p62.38_n47.30_train_s2.npy,16
12176_p62.38_p45.17_train_s2.npy,16
12177_p62.38_p67.61_train_s2.npy,16
12178_p62.38_p88.89_train_s2.npy,16
12180_p62.38_p129.32_train_s2.npy,16
12181_p62.38_p151.56_train_s2.npy,16
12183_p62.47_n152.94_train_s2.npy,16
12184_p62.47_n128.89_train_s2.npy,16
12186_p62.47_n88.55_train_s2.npy,16
12187_p62.47_n64.11_train_s2.npy,16
12188_p62.47_p1.84_train_s2.npy,16
12190_p62.47_p56.73_train_s2.npy,16
12191_p62.47_p78.45_train_s2.npy,16
12193_p62.47_p121.32_train_s2.npy,16
12194_p62.47_p142.47_train_s2.npy,16
12196_p62.56_n162.58_train_s2.npy,16
12197_p62.56_n140.40_train_s2.npy,16
12198_p62.56_n119.00_train_s2.npy,16
12200_p62.56_n73.26_train_s2.npy,16
12201_p62.56_n39.80_train_s2.npy,16
12203_p62.56_p51.08_train_s2.npy,16
12204_p62.56_p72.87_train_s2.npy,16
12206_p62.56_p120.94_train_s2.npy,16
12207_p62.56_p140.98_train_s2.npy,16
12208_p62.56_p160.25_train_s2.npy,16
12210_p62.65_n144.17_train_s2.npy,16
12211_p62.65_n124.26_train_s2.npy,16
12213_p62.65_n79.75_train_s2.npy,16
12214_p62.65_n50.66_train_s2.npy,16
12216_p62.65_p44.41_train_s2.npy,16
12217_p62.65_p68.23_train_s2.npy,16
12218_p62.65_p89.12_train_s2.npy,16
12220_p62.65_p133.63_train_s2.npy,16
12221_p62.65_p153.35_train_s2.npy,16
12223_p62.74_n148.68_train_s2.npy,16
12224_p62.74_n125.97_train_s2.npy,16
12226_p62.74_n76.64_train_s2.npy,16
12227_p62.74_n45.91_train_s2.npy,16
12228_p62.74_p19.67_train_s2.npy,16
12230_p62.74_p70.18_train_s2.npy,16
12231_p62.74_p92.89_train_s2.npy,16
12233_p62.74_p140.85_train_s2.npy,16
12234_p62.74_p159.64_train_s2.npy,16
12236_p62.83_n142.49_train_s2.npy,16
12237_p62.83_n121.67_train_s2.npy,16
12238_p62.83_n101.44_train_s2.npy,16
12240_p62.83_n42.52_train_s2.npy,16
12241_p62.83_p23.47_train_s2.npy,16
12243_p62.83_p71.79_train_s2.npy,16
12244_p62.83_p94.37_train_s2.npy,16
12246_p62.83_p139.93_train_s2.npy,16
12247_p62.83_p161.54_train_s2.npy,16
12248_p62.92_n163.36_train_s2.npy,16
12250_p62.92_n116.88_train_s2.npy,16
12251_p62.92_n94.24_train_s2.npy,16
12253_p62.92_n19.99_train_s2.npy,16
12254_p62.92_p31.41_train_s2.npy,16
12256_p62.92_p76.91_train_s2.npy,16
12257_p62.92_p98.57_train_s2.npy,16
12258_p62.92_p122.00_train_s2.npy,16
12260_p62.92_p164.34_train_s2.npy,16
12261_p63.01_n159.55_train_s2.npy,16
12263_p63.01_n115.68_train_s2.npy,16
12264_p63.01_n94.74_train_s2.npy,16
12266_p63.01_n20.25_train_s2.npy,16
12267_p63.01_p29.34_train_s2.npy,16
12268_p63.01_p54.04_train_s2.npy,16
12270_p63.01_p96.71_train_s2.npy,16
12271_p63.01_p121.81_train_s2.npy,16
12273_p63.01_p158.76_train_s2.npy,16
12274_p63.10_n167.91_train_s2.npy,16
12276_p63.10_n121.95_train_s2.npy,16
12277_p63.10_n98.57_train_s2.npy,16
12278_p63.10_n75.39_train_s2.npy,16
12280_p63.10_p22.89_train_s2.npy,16
12281_p63.10_p48.44_train_s2.npy,16
12283_p63.10_p94.01_train_s2.npy,16
12284_p63.10_p118.38_train_s2.npy,16
12286_p63.10_p161.58_train_s2.npy,16
12287_p63.19_n164.30_train_s2.npy,16
12288_p63.19_n141.04_train_s2.npy,16
12290_p63.19_n94.52_train_s2.npy,16
12291_p63.19_n72.25_train_s2.npy,16
12293_p63.19_p21.97_train_s2.npy,16
12294_p63.19_p49.20_train_s2.npy,16
12296_p63.19_p90.94_train_s2.npy,16
12297_p63.19_p113.61_train_s2.npy,16
12298_p63.19_p135.07_train_s2.npy,16
12300_p63.19_p171.65_train_s2.npy,16
12301_p63.28_n154.47_train_s2.npy,16
12303_p63.28_n107.61_train_s2.npy,16
12304_p63.28_n83.67_train_s2.npy,15
12306_p63.28_n0.10_train_s2.npy,16
12307_p63.28_p31.61_train_s2.npy,16
12308_p63.28_p54.94_train_s2.npy,16
12310_p63.28_p101.22_train_s2.npy,16
12311_p63.28_p125.75_train_s2.npy,16
12313_p63.28_p167.64_train_s2.npy,16
12314_p63.37_n157.70_train_s2.npy,16
12316_p63.37_n108.50_train_s2.npy,16
12317_p63.37_n84.70_train_s2.npy,16
12318_p63.37_n59.90_train_s2.npy,16
12320_p63.37_p36.70_train_s2.npy,16
12321_p63.37_p62.30_train_s2.npy,16
12323_p63.37_p112.70_train_s2.npy,16
12324_p63.37_p138.50_train_s2.npy,16
12326_p63.46_n163.24_train_s2.npy,16
12327_p63.46_n141.17_train_s2.npy,16
12328_p63.46_n117.49_train_s2.npy,16
12330_p63.46_n70.54_train_s2.npy,16
12331_p63.46_n41.84_train_s2.npy,16
12333_p63.46_p46.05_train_s2.npy,16
12334_p63.46_p68.13_train_s2.npy,16
12336_p63.46_p113.28_train_s2.npy,16
12337_p63.46_p135.55_train_s2.npy,16
12338_p63.46_p154.22_train_s2.npy,16
12340_p63.55_n147.89_train_s2.npy,16
12341_p63.55_n126.14_train_s2.npy,16
12343_p63.55_n80.44_train_s2.npy,16
12344_p63.55_n51.04_train_s2.npy,16
12346_p63.55_p35.74_train_s2.npy,16
12347_p63.55_p57.48_train_s2.npy,16
12348_p63.55_p78.42_train_s2.npy,16
12350_p63.55_p121.51_train_s2.npy,16
12351_p63.55_p141.44_train_s2.npy,16
12353_p63.64_n166.68_train_s2.npy,16
12354_p63.64_n142.65_train_s2.npy,16
12356_p63.64_n98.83_train_s2.npy,16
12357_p63.64_n74.00_train_s2.npy,16
12358_p63.64_n45.73_train_s2.npy,16
12360_p63.64_p38.46_train_s2.npy,16
12361_p63.64_p61.68_train_s2.npy,16
12363_p63.64_p102.46_train_s2.npy,16
12364_p63.64_p124.88_train_s2.npy,16
12366_p63.64_p169.09_train_s2.npy,16
12367_p63.73_n155.49_train_s2.npy,16
12368_p63.73_n130.37_train_s2.npy,16
12370_p63.73_n82.96_train_s2.npy,16
12371_p63.73_n60.67_train_s2.npy,16
12373_p63.73_p29.28_train_s2.npy,16
12374_p63.73_p52.57_train_s2.npy,15
12376_p63.73_p101.60_train_s2.npy,16
12377_p63.73_p124.70_train_s2.npy,16
12378_p63.73_p145.56_train_s2.npy,16
12380_p63.82_n159.79_train_s2.npy,16
12381_p63.82_n136.42_train_s2.npy,16
12383_p63.82_n92.13_train_s2.npy,16
12384_p63.82_n68.36_train_s2.npy,16
12386_p63.82_p27.94_train_s2.npy,16
12387_p63.82_p50.69_train_s2.npy,16
12388_p63.82_p74.46_train_s2.npy,16
12390_p63.82_p122.61_train_s2.npy,16
12391_p63.82_p143.54_train_s2.npy,16
12393_p63.91_n166.04_train_s2.npy,16
12394_p63.91_n140.35_train_s2.npy,16
12396_p63.91_n90.81_train_s2.npy,16
12397_p63.91_n67.98_train_s2.npy,16
12398_p63.91_n36.79_train_s2.npy,16
12400_p63.91_p46.99_train_s2.npy,16
12401_p63.91_p69.62_train_s2.npy,16
12403_p63.91_p115.48_train_s2.npy,16
12404_p63.91_p134.03_train_s2.npy,16
12406_p63.91_p176.02_train_s2.npy,16
12407_p64.00_n141.03_train_s2.npy,16
12408_p64.00_n114.64_train_s2.npy,16
12410_p64.00_n62.69_train_s2.npy,16
12411_p64.00_n12.78_train_s2.npy,16
12413_p64.00_p64.74_train_s2.npy,16
12414_p64.00_p91.33_train_s2.npy,16
12416_p64.00_p142.88_train_s2.npy,16
12417_p64.00_p165.99_train_s2.npy,16
12418_p64.09_n157.64_train_s2.npy,16
12420_p64.09_n110.87_train_s2.npy,16
12421_p64.09_n87.49_train_s2.npy,16
12423_p64.08_n23.07_train_s2.npy,16
12424_p64.09_p29.03_train_s2.npy,16
12426_p64.09_p76.62_train_s2.npy,16
12427_p64.09_p100.82_train_s2.npy,16
12428_p64.09_p122.77_train_s2.npy,16
12430_p64.09_p164.82_train_s2.npy,16
12431_p64.18_n157.77_train_s2.npy,16
12433_p64.18_n104.67_train_s2.npy,16
12434_p64.17_n77.90_train_s2.npy,16
12436_p64.17_p11.84_train_s2.npy,16
12437_p64.17_p42.92_train_s2.npy,16
12438_p64.18_p64.32_train_s2.npy,16
12440_p64.18_p109.40_train_s2.npy,16
12441_p64.18_p130.40_train_s2.npy,16
12443_p64.18_p172.39_train_s2.npy,16
12444_p64.26_n150.67_train_s2.npy,16
12446_p64.27_n100.69_train_s2.npy,16
12447_p64.27_n76.94_train_s2.npy,16
12448_p64.27_n51.12_train_s2.npy,16
12450_p64.27_p32.32_train_s2.npy,16
12451_p64.27_p58.97_train_s2.npy,16
12453_p64.26_p107.09_train_s2.npy,16
12454_p64.27_p128.98_train_s2.npy,16
12456_p64.27_p171.12_train_s2.npy,16
12457_p64.36_n152.35_train_s2.npy,16
12458_p64.35_n126.66_train_s2.npy,16
12460_p64.35_n78.19_train_s2.npy,16
12461_p64.35_n53.54_train_s2.npy,16
12463_p64.36_p33.66_train_s2.npy,16
12464_p64.36_p58.73_train_s2.npy,16
12466_p64.36_p112.17_train_s2.npy,16
12467_p64.36_p133.91_train_s2.npy,16
12468_p64.35_p155.25_train_s2.npy,16
12470_p64.45_n145.60_train_s2.npy,16
12471_p64.45_n121.70_train_s2.npy,16
12473_p64.45_n74.93_train_s2.npy,16
12474_p64.45_n44.79_train_s2.npy,16
12476_p64.45_p46.04_train_s2.npy,16
12477_p64.45_p68.69_train_s2.npy,16
12478_p64.44_p90.11_train_s2.npy,16
12480_p64.45_p139.78_train_s2.npy,16
12481_p64.45_p159.74_train_s2.npy,16
12483_p64.53_n138.18_train_s2.npy,16
12484_p64.54_n116.07_train_s2.npy,16
12486_p64.54_n69.14_train_s2.npy,16
12487_p64.54_n39.73_train_s2.npy,16
12488_p64.54_p20.54_train_s2.npy,16
12490_p64.53_p71.44_train_s2.npy,16
12491_p64.54_p92.71_train_s2.npy,16
12493_p64.53_p136.31_train_s2.npy,16
12494_p64.54_p158.62_train_s2.npy,16
12496_p64.63_n140.67_train_s2.npy,16
12497_p64.62_n115.57_train_s2.npy,16
12498_p64.62_n91.93_train_s2.npy,16
12500_p64.62_n43.40_train_s2.npy,16
12501_p64.63_p15.38_train_s2.npy,16
12503_p64.62_p71.02_train_s2.npy,16
12504_p64.63_p93.61_train_s2.npy,16
12506_p64.62_p144.24_train_s2.npy,16
12507_p64.62_p166.61_train_s2.npy,16
12508_p64.72_n158.38_train_s2.npy,16
12510_p64.71_n113.24_train_s2.npy,16
12511_p64.72_n92.68_train_s2.npy,16
12513_p64.71_n35.57_train_s2.npy,16
12514_p64.72_p25.92_train_s2.npy,16
12516_p64.72_p73.57_train_s2.npy,16
12517_p64.72_p97.50_train_s2.npy,16
12518_p64.72_p121.64_train_s2.npy,16
12520_p64.71_p166.57_train_s2.npy,16
12521_p64.80_n157.88_train_s2.npy,16
12523_p64.80_n108.59_train_s2.npy,16
12524_p64.81_n82.68_train_s2.npy,16
12526_p64.81_p7.90_train_s2.npy,16
12527_p64.80_p46.03_train_s2.npy,16
12528_p64.80_p70.25_train_s2.npy,16
12530_p64.80_p120.81_train_s2.npy,16
12531_p64.81_p140.40_train_s2.npy,16
12533_p64.89_n164.68_train_s2.npy,16
12534_p64.90_n141.44_train_s2.npy,16
12536_p64.89_n95.38_train_s2.npy,16
12537_p64.90_n69.83_train_s2.npy,16
12538_p64.89_n37.29_train_s2.npy,16
12540_p64.89_p48.49_train_s2.npy,16
12541_p64.90_p74.05_train_s2.npy,16
12543_p64.90_p121.37_train_s2.npy,16
12544_p64.89_p144.41_train_s2.npy,16
12546_p64.99_n160.82_train_s2.npy,16
12547_p64.99_n135.37_train_s2.npy,16
12548_p64.99_n112.26_train_s2.npy,16
12550_p64.98_n59.25_train_s2.npy,16
12551_p64.98_n20.46_train_s2.npy,16
12553_p64.98_p58.20_train_s2.npy,16
12554_p64.98_p81.31_train_s2.npy,16
12556_p64.99_p127.52_train_s2.npy,16
12557_p64.98_p149.79_train_s2.npy,16
12558_p64.98_p171.84_train_s2.npy,16
12560_p65.07_n128.40_train_s2.npy,16
12561_p65.07_n104.79_train_s2.npy,16
12563_p65.07_n54.14_train_s2.npy,16
12564_p65.07_n13.08_train_s2.npy,16
12566_p65.08_p67.34_train_s2.npy,16
12567_p65.07_p90.11_train_s2.npy,16
12568_p65.07_p113.73_train_s2.npy,16
12570_p65.07_p159.26_train_s2.npy,16
12571_p65.16_n167.19_train_s2.npy,16
12573_p65.16_n115.34_train_s2.npy,16
12574_p65.16_n91.44_train_s2.npy,16
12576_p65.17_n21.87_train_s2.npy,16
12577_p65.16_p28.28_train_s2.npy,16
12578_p65.17_p55.80_train_s2.npy,16
12580_p65.16_p106.17_train_s2.npy,16
12581_p65.16_p131.78_train_s2.npy,16
12583_p65.25_n167.79_train_s2.npy,16
12584_p65.25_n146.16_train_s2.npy,16
12586_p65.25_n96.05_train_s2.npy,16
12587_p65.25_n69.07_train_s2.npy,16
12588_p65.25_n39.30_train_s2.npy,16
12590_p65.25_p51.29_train_s2.npy,16
12591_p65.25_p75.28_train_s2.npy,16
12593_p65.25_p123.46_train_s2.npy,16
12594_p65.26_p146.16_train_s2.npy,16
12596_p65.34_n157.22_train_s2.npy,16
12597_p65.35_n130.57_train_s2.npy,16
12598_p65.34_n107.78_train_s2.npy,16
12600_p65.34_n55.99_train_s2.npy,16
12601_p65.34_n18.59_train_s2.npy,16
12603_p65.35_p55.99_train_s2.npy,16
12604_p65.35_p79.20_train_s2.npy,16
12606_p65.34_p124.55_train_s2.npy,16
12607_p65.34_p149.05_train_s2.npy,16
12608_p65.34_p172.26_train_s2.npy,16
12610_p65.43_n125.21_train_s2.npy,16
12611_p65.43_n97.60_train_s2.npy,16
12613_p65.43_n47.34_train_s2.npy,16
12614_p65.43_p3.78_train_s2.npy,16
12616_p65.43_p65.25_train_s2.npy,16
12617_p65.43_p89.19_train_s2.npy,16
12618_p65.43_p112.27_train_s2.npy,16
12620_p65.43_p156.71_train_s2.npy,16
12621_p65.52_n170.81_train_s2.npy,16
12623_p65.52_n116.94_train_s2.npy,16
12624_p65.52_n90.54_train_s2.npy,16
12626_p65.52_n33.21_train_s2.npy,16
12627_p65.53_p25.20_train_s2.npy,16
12628_p65.52_p54.42_train_s2.npy,16
12630_p65.52_p100.06_train_s2.npy,16
12631_p65.52_p125.59_train_s2.npy,16
12633_p65.52_p173.62_train_s2.npy,16
12634_p65.61_n150.36_train_s2.npy,16
12636_p65.61_n99.77_train_s2.npy,16
12637_p65.61_n74.80_train_s2.npy,16
12638_p65.61_n47.87_train_s2.npy,16
12640_p65.61_p39.19_train_s2.npy,16
12641_p65.61_p64.16_train_s2.npy,16
12643_p65.61_p114.32_train_s2.npy,16
12644_p65.61_p140.16_train_s2.npy,16
12646_p65.70_n159.19_train_s2.npy,16
12647_p65.70_n133.69_train_s2.npy,16
12648_p65.70_n108.19_train_s2.npy,16
12650_p65.70_n58.95_train_s2.npy,16
12651_p65.70_n17.76_train_s2.npy,16
12653_p65.70_p59.60_train_s2.npy,16
12654_p65.70_p82.05_train_s2.npy,16
12656_p65.70_p131.08_train_s2.npy,16
12657_p65.70_p154.62_train_s2.npy,16
12658_p65.79_n170.16_train_s2.npy,16
12660_p65.79_n119.45_train_s2.npy,16
12661_p65.79_n93.01_train_s2.npy,16
12663_p65.79_n34.65_train_s2.npy,16
12664_p65.79_p21.75_train_s2.npy,16
12666_p65.79_p76.40_train_s2.npy,16
12667_p65.79_p98.03_train_s2.npy,16
12668_p65.79_p120.33_train_s2.npy,16
12670_p65.79_p168.64_train_s2.npy,16
12671_p65.88_n154.99_train_s2.npy,16
12674_p65.88_n80.40_train_s2.npy,16
12675_p65.88_n56.27_train_s2.npy,16
12677_p65.88_p29.95_train_s2.npy,16
12678_p65.88_p57.37_train_s2.npy,16
12679_p65.88_p81.94_train_s2.npy,16
12681_p65.88_p131.74_train_s2.npy,16
12682_p65.88_p154.55_train_s2.npy,16
12684_p65.97_n144.99_train_s2.npy,16
12685_p65.97_n120.55_train_s2.npy,16
12687_p65.97_n67.92_train_s2.npy,16
12688_p65.97_n34.90_train_s2.npy,12
12689_p65.97_p23.01_train_s2.npy,16
12691_p65.97_p76.96_train_s2.npy,16
12692_p65.97_p101.18_train_s2.npy,16
12694_p65.97_p149.84_train_s2.npy,16
12695_p65.97_p172.30_train_s2.npy,16
12697_p66.06_n124.31_train_s2.npy,16
12698_p66.06_n101.54_train_s2.npy,16
12699_p66.06_n71.26_train_s2.npy,16
12701_p66.06_p20.22_train_s2.npy,16
12702_p66.06_p50.27_train_s2.npy,16
12704_p66.06_p96.47_train_s2.npy,16
12705_p66.06_p124.98_train_s2.npy,16
12707_p66.06_p170.50_train_s2.npy,16
12708_p66.15_n148.86_train_s2.npy,16
12709_p66.15_n125.35_train_s2.npy,16
12711_p66.15_n76.59_train_s2.npy,16
12712_p66.15_n50.87_train_s2.npy,16
12714_p66.15_p40.24_train_s2.npy,16
12715_p66.15_p66.40_train_s2.npy,16
12717_p66.15_p114.06_train_s2.npy,16
12718_p66.15_p137.78_train_s2.npy,16
12719_p66.15_p160.38_train_s2.npy,16
12721_p66.24_n132.27_train_s2.npy,16
12722_p66.24_n105.80_train_s2.npy,16
12724_p66.24_n53.73_train_s2.npy,16
12725_p66.24_n19.47_train_s2.npy,16
12727_p66.24_p65.08_train_s2.npy,16
12728_p66.24_p90.45_train_s2.npy,16
12729_p66.24_p113.37_train_s2.npy,16
12731_p66.24_p160.09_train_s2.npy,16
12732_p66.33_n165.82_train_s2.npy,16
12734_p66.33_n113.56_train_s2.npy,16
12735_p66.33_n87.66_train_s2.npy,16
12737_p66.33_n31.82_train_s2.npy,16
12738_p66.33_p28.92_train_s2.npy,16
12739_p66.33_p56.39_train_s2.npy,16
12741_p66.33_p105.97_train_s2.npy,16
12742_p66.33_p131.43_train_s2.npy,16
12744_p66.33_p177.43_train_s2.npy,16
12745_p66.42_n142.23_train_s2.npy,16
12747_p66.42_n90.22_train_s2.npy,15
12748_p66.42_n63.78_train_s2.npy,16
12749_p66.42_n29.92_train_s2.npy,16
12751_p66.42_p55.93_train_s2.npy,16
12752_p66.42_p82.38_train_s2.npy,16
12754_p66.42_p136.40_train_s2.npy,16
12755_p66.42_p158.82_train_s2.npy,16
12757_p66.51_n139.75_train_s2.npy,16
12758_p66.51_n115.24_train_s2.npy,16
12759_p66.51_n86.68_train_s2.npy,16
12761_p66.51_n30.46_train_s2.npy,16
12762_p66.51_p34.29_train_s2.npy,16
12764_p66.51_p87.36_train_s2.npy,16
12765_p66.51_p112.77_train_s2.npy,16
12767_p66.51_p160.89_train_s2.npy,16
12768_p66.60_n159.69_train_s2.npy,16
12769_p66.60_n132.82_train_s2.npy,16
12771_p66.60_n82.95_train_s2.npy,16
12772_p66.60_n57.22_train_s2.npy,16
12774_p66.60_p38.93_train_s2.npy,16
12775_p66.60_p66.92_train_s2.npy,16
12777_p66.60_p117.71_train_s2.npy,16
12778_p66.60_p142.31_train_s2.npy,16
12779_p66.60_p166.46_train_s2.npy,16
12781_p66.69_n131.96_train_s2.npy,16
12782_p66.69_n107.05_train_s2.npy,16
12784_p66.69_n52.90_train_s2.npy,16
12785_p66.69_n15.52_train_s2.npy,16
12787_p66.69_p64.46_train_s2.npy,16
12788_p66.69_p88.02_train_s2.npy,16
12789_p66.69_p111.58_train_s2.npy,16
12791_p66.69_p159.38_train_s2.npy,16
12792_p66.78_n162.03_train_s2.npy,16
12794_p66.78_n108.59_train_s2.npy,16
12795_p66.78_n83.80_train_s2.npy,16
12797_p66.78_n25.13_train_s2.npy,16
12798_p66.78_p37.86_train_s2.npy,16
12799_p66.78_p64.70_train_s2.npy,16
12801_p66.78_p117.23_train_s2.npy,16
12802_p66.78_p142.93_train_s2.npy,16
12804_p66.87_n154.34_train_s2.npy,16
12805_p66.87_n125.81_train_s2.npy,16
12807_p66.87_n73.34_train_s2.npy,16
12808_p66.87_n47.79_train_s2.npy,16
12809_p66.87_p27.03_train_s2.npy,16
12811_p66.87_p78.14_train_s2.npy,14
12812_p66.87_p103.69_train_s2.npy,16
12814_p66.87_p153.65_train_s2.npy,16
12815_p66.87_p178.75_train_s2.npy,16
12817_p66.96_n116.22_train_s2.npy,16
12818_p66.96_n95.38_train_s2.npy,16
12819_p66.96_n68.13_train_s2.npy,16
12821_p66.96_p29.66_train_s2.npy,16
12822_p66.96_p56.45_train_s2.npy,16
12824_p66.96_p105.46_train_s2.npy,16
12825_p66.96_p130.88_train_s2.npy,16
12827_p67.05_n166.79_train_s2.npy,16
12828_p67.05_n141.73_train_s2.npy,16
12829_p67.05_n112.99_train_s2.npy,16
12831_p67.05_n64.72_train_s2.npy,16
12832_p67.05_n30.46_train_s2.npy,16
12834_p67.05_p62.41_train_s2.npy,16
12835_p67.05_p87.93_train_s2.npy,16
12837_p67.05_p139.42_train_s2.npy,16
12838_p67.05_p167.48_train_s2.npy,16
12839_p67.14_n157.96_train_s2.npy,16
12841_p67.14_n97.50_train_s2.npy,16
12842_p67.14_n70.27_train_s2.npy,16
12844_p67.14_p33.58_train_s2.npy,16
12845_p67.14_p60.58_train_s2.npy,16
12847_p67.14_p121.50_train_s2.npy,14
12848_p67.14_p149.20_train_s2.npy,16
12849_p67.14_p177.58_train_s2.npy,16
12851_p67.23_n117.34_train_s2.npy,16
12852_p67.23_n93.48_train_s2.npy,16
12854_p67.23_n30.69_train_s2.npy,16
12855_p67.23_p36.49_train_s2.npy,16
12857_p67.23_p86.99_train_s2.npy,16
12858_p67.23_p113.63_train_s2.npy,16
12859_p67.23_p140.96_train_s2.npy,16
12861_p67.32_n154.44_train_s2.npy,16
12862_p67.32_n126.08_train_s2.npy,16
12864_p67.32_n74.02_train_s2.npy,16
12865_p67.32_n34.05_train_s2.npy,16
12867_p67.32_p62.17_train_s2.npy,16
12868_p67.32_p87.04_train_s2.npy,16
12869_p67.32_p113.77_train_s2.npy,16
12871_p67.32_p166.52_train_s2.npy,16
12872_p67.41_n157.60_train_s2.npy,16
12874_p67.41_n102.77_train_s2.npy,16
12875_p67.41_n76.88_train_s2.npy,16
12877_p67.41_p29.75_train_s2.npy,16
12878_p67.41_p59.62_train_s2.npy,16
12879_p67.41_p86.91_train_s2.npy,16
12881_p67.41_p140.57_train_s2.npy,16
12882_p67.41_p164.60_train_s2.npy,16
12884_p67.50_n127.77_train_s2.npy,16
12885_p67.50_n100.60_train_s2.npy,16
12887_p67.50_n33.14_train_s2.npy,16
12888_p67.50_p33.61_train_s2.npy,16
12889_p67.50_p63.36_train_s2.npy,16
12891_p67.50_p117.23_train_s2.npy,16
12892_p67.50_p145.33_train_s2.npy,16
12894_p67.59_n148.97_train_s2.npy,16
12895_p67.59_n122.39_train_s2.npy,16
12897_p67.59_n69.49_train_s2.npy,16
12898_p67.59_n35.38_train_s2.npy,16
12899_p67.59_p29.04_train_s2.npy,16
12901_p67.59_p84.07_train_s2.npy,16
12902_p67.59_p114.17_train_s2.npy,16
12904_p67.59_p166.60_train_s2.npy,16
12905_p67.68_n156.63_train_s2.npy,16
12907_p67.68_n104.22_train_s2.npy,16
12908_p67.68_n76.61_train_s2.npy,16
12909_p67.68_n49.45_train_s2.npy,16
12911_p67.68_p55.35_train_s2.npy,16
12912_p67.68_p81.56_train_s2.npy,16
12914_p67.68_p133.96_train_s2.npy,16
12915_p67.68_p160.41_train_s2.npy,16
12917_p67.77_n138.90_train_s2.npy,16
12918_p67.77_n111.20_train_s2.npy,16
12919_p67.77_n86.09_train_s2.npy,16
12921_p67.77_n20.96_train_s2.npy,16
12922_p67.77_p40.15_train_s2.npy,16
12924_p67.77_p95.81_train_s2.npy,16
12925_p67.77_p124.46_train_s2.npy,16
12927_p67.86_n168.70_train_s2.npy,16
12928_p67.86_n145.40_train_s2.npy,16
12929_p67.86_n117.58_train_s2.npy,16
12931_p67.86_n57.19_train_s2.npy,16
12932_p67.86_p15.34_train_s2.npy,16
12934_p67.86_p80.96_train_s2.npy,16
12935_p67.86_p104.98_train_s2.npy,15
12937_p67.86_p159.67_train_s2.npy,16
